"","V1","V2","V3","V4","V5","V6","V7"
"766","high","low","2","4","small","low","unacc"
"767","high","low","2","4","small","med","unacc"
"768","high","low","2","4","small","high","acc"
"769","high","low","2","4","med","low","unacc"
"770","high","low","2","4","med","med","unacc"
"771","high","low","2","4","med","high","acc"
"772","high","low","2","4","big","low","unacc"
"773","high","low","2","4","big","med","acc"
"774","high","low","2","4","big","high","acc"
"775","high","low","2","more","small","low","unacc"
"776","high","low","2","more","small","med","unacc"
"778","high","low","2","more","med","low","unacc"
"779","high","low","2","more","med","med","unacc"
"780","high","low","2","more","med","high","acc"
"781","high","low","2","more","big","low","unacc"
"782","high","low","2","more","big","med","acc"
"784","high","low","3","2","small","low","unacc"
"785","high","low","3","2","small","med","unacc"
"786","high","low","3","2","small","high","unacc"
"787","high","low","3","2","med","low","unacc"
"789","high","low","3","2","med","high","unacc"
"791","high","low","3","2","big","med","unacc"
"793","high","low","3","4","small","low","unacc"
"794","high","low","3","4","small","med","unacc"
"795","high","low","3","4","small","high","acc"
"796","high","low","3","4","med","low","unacc"
"797","high","low","3","4","med","med","unacc"
"798","high","low","3","4","med","high","acc"
"801","high","low","3","4","big","high","acc"
"802","high","low","3","more","small","low","unacc"
"803","high","low","3","more","small","med","unacc"
"804","high","low","3","more","small","high","acc"
"805","high","low","3","more","med","low","unacc"
"806","high","low","3","more","med","med","acc"
"807","high","low","3","more","med","high","acc"
"808","high","low","3","more","big","low","unacc"
"810","high","low","3","more","big","high","acc"
"811","high","low","4","2","small","low","unacc"
"812","high","low","4","2","small","med","unacc"
"813","high","low","4","2","small","high","unacc"
"815","high","low","4","2","med","med","unacc"
"816","high","low","4","2","med","high","unacc"
"817","high","low","4","2","big","low","unacc"
"818","high","low","4","2","big","med","unacc"
"819","high","low","4","2","big","high","unacc"
"820","high","low","4","4","small","low","unacc"
"821","high","low","4","4","small","med","unacc"
"822","high","low","4","4","small","high","acc"
"823","high","low","4","4","med","low","unacc"
"824","high","low","4","4","med","med","acc"
"825","high","low","4","4","med","high","acc"
"826","high","low","4","4","big","low","unacc"
"827","high","low","4","4","big","med","acc"
"828","high","low","4","4","big","high","acc"
"829","high","low","4","more","small","low","unacc"
"830","high","low","4","more","small","med","unacc"
"831","high","low","4","more","small","high","acc"
"832","high","low","4","more","med","low","unacc"
"833","high","low","4","more","med","med","acc"
"834","high","low","4","more","med","high","acc"
"835","high","low","4","more","big","low","unacc"
"838","high","low","5more","2","small","low","unacc"
"839","high","low","5more","2","small","med","unacc"
"840","high","low","5more","2","small","high","unacc"
"841","high","low","5more","2","med","low","unacc"
"842","high","low","5more","2","med","med","unacc"
"843","high","low","5more","2","med","high","unacc"
"846","high","low","5more","2","big","high","unacc"
"847","high","low","5more","4","small","low","unacc"
"848","high","low","5more","4","small","med","unacc"
"850","high","low","5more","4","med","low","unacc"
"851","high","low","5more","4","med","med","acc"
"853","high","low","5more","4","big","low","unacc"
"854","high","low","5more","4","big","med","acc"
"855","high","low","5more","4","big","high","acc"
"856","high","low","5more","more","small","low","unacc"
"858","high","low","5more","more","small","high","acc"
"860","high","low","5more","more","med","med","acc"
"861","high","low","5more","more","med","high","acc"
"862","high","low","5more","more","big","low","unacc"
"864","high","low","5more","more","big","high","acc"
"865","med","vhigh","2","2","small","low","unacc"
"866","med","vhigh","2","2","small","med","unacc"
"867","med","vhigh","2","2","small","high","unacc"
"868","med","vhigh","2","2","med","low","unacc"
"869","med","vhigh","2","2","med","med","unacc"
"870","med","vhigh","2","2","med","high","unacc"
"871","med","vhigh","2","2","big","low","unacc"
"873","med","vhigh","2","2","big","high","unacc"
"874","med","vhigh","2","4","small","low","unacc"
"875","med","vhigh","2","4","small","med","unacc"
"876","med","vhigh","2","4","small","high","acc"
"880","med","vhigh","2","4","big","low","unacc"
"881","med","vhigh","2","4","big","med","acc"
"884","med","vhigh","2","more","small","med","unacc"
"885","med","vhigh","2","more","small","high","unacc"
"886","med","vhigh","2","more","med","low","unacc"
"887","med","vhigh","2","more","med","med","unacc"
"888","med","vhigh","2","more","med","high","acc"
"890","med","vhigh","2","more","big","med","acc"
"891","med","vhigh","2","more","big","high","acc"
"892","med","vhigh","3","2","small","low","unacc"
"893","med","vhigh","3","2","small","med","unacc"
"894","med","vhigh","3","2","small","high","unacc"
"895","med","vhigh","3","2","med","low","unacc"
"896","med","vhigh","3","2","med","med","unacc"
"897","med","vhigh","3","2","med","high","unacc"
"898","med","vhigh","3","2","big","low","unacc"
"899","med","vhigh","3","2","big","med","unacc"
"900","med","vhigh","3","2","big","high","unacc"
"901","med","vhigh","3","4","small","low","unacc"
"902","med","vhigh","3","4","small","med","unacc"
"903","med","vhigh","3","4","small","high","acc"
"905","med","vhigh","3","4","med","med","unacc"
"906","med","vhigh","3","4","med","high","acc"
"909","med","vhigh","3","4","big","high","acc"
"910","med","vhigh","3","more","small","low","unacc"
"913","med","vhigh","3","more","med","low","unacc"
"914","med","vhigh","3","more","med","med","acc"
"915","med","vhigh","3","more","med","high","acc"
"916","med","vhigh","3","more","big","low","unacc"
"917","med","vhigh","3","more","big","med","acc"
"919","med","vhigh","4","2","small","low","unacc"
"922","med","vhigh","4","2","med","low","unacc"
"923","med","vhigh","4","2","med","med","unacc"
"924","med","vhigh","4","2","med","high","unacc"
"925","med","vhigh","4","2","big","low","unacc"
"928","med","vhigh","4","4","small","low","unacc"
"929","med","vhigh","4","4","small","med","unacc"
"930","med","vhigh","4","4","small","high","acc"
"931","med","vhigh","4","4","med","low","unacc"
"932","med","vhigh","4","4","med","med","acc"
"933","med","vhigh","4","4","med","high","acc"
"934","med","vhigh","4","4","big","low","unacc"
"935","med","vhigh","4","4","big","med","acc"
"936","med","vhigh","4","4","big","high","acc"
"937","med","vhigh","4","more","small","low","unacc"
"938","med","vhigh","4","more","small","med","unacc"
"939","med","vhigh","4","more","small","high","acc"
"940","med","vhigh","4","more","med","low","unacc"
"942","med","vhigh","4","more","med","high","acc"
"943","med","vhigh","4","more","big","low","unacc"
"944","med","vhigh","4","more","big","med","acc"
"946","med","vhigh","5more","2","small","low","unacc"
"947","med","vhigh","5more","2","small","med","unacc"
"948","med","vhigh","5more","2","small","high","unacc"
"949","med","vhigh","5more","2","med","low","unacc"
"950","med","vhigh","5more","2","med","med","unacc"
"951","med","vhigh","5more","2","med","high","unacc"
"952","med","vhigh","5more","2","big","low","unacc"
"953","med","vhigh","5more","2","big","med","unacc"
"955","med","vhigh","5more","4","small","low","unacc"
"956","med","vhigh","5more","4","small","med","unacc"
"958","med","vhigh","5more","4","med","low","unacc"
"959","med","vhigh","5more","4","med","med","acc"
"960","med","vhigh","5more","4","med","high","acc"
"962","med","vhigh","5more","4","big","med","acc"
"963","med","vhigh","5more","4","big","high","acc"
"964","med","vhigh","5more","more","small","low","unacc"
"965","med","vhigh","5more","more","small","med","unacc"
"966","med","vhigh","5more","more","small","high","acc"
"967","med","vhigh","5more","more","med","low","unacc"
"969","med","vhigh","5more","more","med","high","acc"
"971","med","vhigh","5more","more","big","med","acc"
"972","med","vhigh","5more","more","big","high","acc"
"973","med","high","2","2","small","low","unacc"
"977","med","high","2","2","med","med","unacc"
"978","med","high","2","2","med","high","unacc"
"979","med","high","2","2","big","low","unacc"
"980","med","high","2","2","big","med","unacc"
"982","med","high","2","4","small","low","unacc"
"985","med","high","2","4","med","low","unacc"
"986","med","high","2","4","med","med","unacc"
"987","med","high","2","4","med","high","acc"
"988","med","high","2","4","big","low","unacc"
"989","med","high","2","4","big","med","acc"
"990","med","high","2","4","big","high","acc"
"992","med","high","2","more","small","med","unacc"
"993","med","high","2","more","small","high","unacc"
"994","med","high","2","more","med","low","unacc"
"995","med","high","2","more","med","med","unacc"
"996","med","high","2","more","med","high","acc"
"997","med","high","2","more","big","low","unacc"
"999","med","high","2","more","big","high","acc"
"1000","med","high","3","2","small","low","unacc"
"1001","med","high","3","2","small","med","unacc"
"1002","med","high","3","2","small","high","unacc"
"1003","med","high","3","2","med","low","unacc"
"1004","med","high","3","2","med","med","unacc"
"1005","med","high","3","2","med","high","unacc"
"1006","med","high","3","2","big","low","unacc"
"1009","med","high","3","4","small","low","unacc"
"1010","med","high","3","4","small","med","unacc"
"1011","med","high","3","4","small","high","acc"
"1013","med","high","3","4","med","med","unacc"
"1014","med","high","3","4","med","high","acc"
"1016","med","high","3","4","big","med","acc"
"1017","med","high","3","4","big","high","acc"
"1019","med","high","3","more","small","med","unacc"
"1020","med","high","3","more","small","high","acc"
"1021","med","high","3","more","med","low","unacc"
"1022","med","high","3","more","med","med","acc"
"1023","med","high","3","more","med","high","acc"
"1024","med","high","3","more","big","low","unacc"
"1025","med","high","3","more","big","med","acc"
"1026","med","high","3","more","big","high","acc"
"1028","med","high","4","2","small","med","unacc"
"1029","med","high","4","2","small","high","unacc"
"1030","med","high","4","2","med","low","unacc"
"1031","med","high","4","2","med","med","unacc"
"1032","med","high","4","2","med","high","unacc"
"1033","med","high","4","2","big","low","unacc"
"1035","med","high","4","2","big","high","unacc"
"1037","med","high","4","4","small","med","unacc"
"1038","med","high","4","4","small","high","acc"
"1039","med","high","4","4","med","low","unacc"
"1041","med","high","4","4","med","high","acc"
"1042","med","high","4","4","big","low","unacc"
"1043","med","high","4","4","big","med","acc"
"1044","med","high","4","4","big","high","acc"
"1045","med","high","4","more","small","low","unacc"
"1046","med","high","4","more","small","med","unacc"
"1047","med","high","4","more","small","high","acc"
"1048","med","high","4","more","med","low","unacc"
"1049","med","high","4","more","med","med","acc"
"1050","med","high","4","more","med","high","acc"
"1051","med","high","4","more","big","low","unacc"
"1052","med","high","4","more","big","med","acc"
"1053","med","high","4","more","big","high","acc"
"1054","med","high","5more","2","small","low","unacc"
"1056","med","high","5more","2","small","high","unacc"
"1057","med","high","5more","2","med","low","unacc"
"1058","med","high","5more","2","med","med","unacc"
"1059","med","high","5more","2","med","high","unacc"
"1060","med","high","5more","2","big","low","unacc"
"1061","med","high","5more","2","big","med","unacc"
"1062","med","high","5more","2","big","high","unacc"
"1063","med","high","5more","4","small","low","unacc"
"1064","med","high","5more","4","small","med","unacc"
"1065","med","high","5more","4","small","high","acc"
"1066","med","high","5more","4","med","low","unacc"
"1067","med","high","5more","4","med","med","acc"
"1068","med","high","5more","4","med","high","acc"
"1069","med","high","5more","4","big","low","unacc"
"1070","med","high","5more","4","big","med","acc"
"1071","med","high","5more","4","big","high","acc"
"1072","med","high","5more","more","small","low","unacc"
"1073","med","high","5more","more","small","med","unacc"
"1074","med","high","5more","more","small","high","acc"
"1075","med","high","5more","more","med","low","unacc"
"1076","med","high","5more","more","med","med","acc"
"1077","med","high","5more","more","med","high","acc"
"1078","med","high","5more","more","big","low","unacc"
"1081","med","med","2","2","small","low","unacc"
"1082","med","med","2","2","small","med","unacc"
"1083","med","med","2","2","small","high","unacc"
"1084","med","med","2","2","med","low","unacc"
"1085","med","med","2","2","med","med","unacc"
"1086","med","med","2","2","med","high","unacc"
"1087","med","med","2","2","big","low","unacc"
"1088","med","med","2","2","big","med","unacc"
"1089","med","med","2","2","big","high","unacc"
"1090","med","med","2","4","small","low","unacc"
"1091","med","med","2","4","small","med","acc"
"1092","med","med","2","4","small","high","acc"
"1093","med","med","2","4","med","low","unacc"
"1094","med","med","2","4","med","med","acc"
"1096","med","med","2","4","big","low","unacc"
"1097","med","med","2","4","big","med","acc"
"1099","med","med","2","more","small","low","unacc"
"1101","med","med","2","more","small","high","unacc"
"1102","med","med","2","more","med","low","unacc"
"1103","med","med","2","more","med","med","acc"
"1104","med","med","2","more","med","high","acc"
"1105","med","med","2","more","big","low","unacc"
"1107","med","med","2","more","big","high","vgood"
"1109","med","med","3","2","small","med","unacc"
"1110","med","med","3","2","small","high","unacc"
"1112","med","med","3","2","med","med","unacc"
"1113","med","med","3","2","med","high","unacc"
"1115","med","med","3","2","big","med","unacc"
"1116","med","med","3","2","big","high","unacc"
"1117","med","med","3","4","small","low","unacc"
"1118","med","med","3","4","small","med","acc"
"1121","med","med","3","4","med","med","acc"
"1122","med","med","3","4","med","high","acc"
"1124","med","med","3","4","big","med","acc"
"1125","med","med","3","4","big","high","vgood"
"1126","med","med","3","more","small","low","unacc"
"1127","med","med","3","more","small","med","acc"
"1128","med","med","3","more","small","high","acc"
"1129","med","med","3","more","med","low","unacc"
"1130","med","med","3","more","med","med","acc"
"1131","med","med","3","more","med","high","vgood"
"1132","med","med","3","more","big","low","unacc"
"1133","med","med","3","more","big","med","acc"
"1135","med","med","4","2","small","low","unacc"
"1136","med","med","4","2","small","med","unacc"
"1137","med","med","4","2","small","high","unacc"
"1138","med","med","4","2","med","low","unacc"
"1139","med","med","4","2","med","med","unacc"
"1140","med","med","4","2","med","high","unacc"
"1141","med","med","4","2","big","low","unacc"
"1142","med","med","4","2","big","med","unacc"
"1144","med","med","4","4","small","low","unacc"
"1145","med","med","4","4","small","med","acc"
"1146","med","med","4","4","small","high","acc"
"1147","med","med","4","4","med","low","unacc"
"1148","med","med","4","4","med","med","acc"
"1149","med","med","4","4","med","high","vgood"
"1150","med","med","4","4","big","low","unacc"
"1151","med","med","4","4","big","med","acc"
"1152","med","med","4","4","big","high","vgood"
"1153","med","med","4","more","small","low","unacc"
"1154","med","med","4","more","small","med","acc"
"1155","med","med","4","more","small","high","acc"
"1156","med","med","4","more","med","low","unacc"
"1157","med","med","4","more","med","med","acc"
"1159","med","med","4","more","big","low","unacc"
"1160","med","med","4","more","big","med","acc"
"1161","med","med","4","more","big","high","vgood"
"1163","med","med","5more","2","small","med","unacc"
"1164","med","med","5more","2","small","high","unacc"
"1165","med","med","5more","2","med","low","unacc"
"1166","med","med","5more","2","med","med","unacc"
"1167","med","med","5more","2","med","high","unacc"
"1168","med","med","5more","2","big","low","unacc"
"1169","med","med","5more","2","big","med","unacc"
"1171","med","med","5more","4","small","low","unacc"
"1172","med","med","5more","4","small","med","acc"
"1173","med","med","5more","4","small","high","acc"
"1174","med","med","5more","4","med","low","unacc"
"1178","med","med","5more","4","big","med","acc"
"1179","med","med","5more","4","big","high","vgood"
"1180","med","med","5more","more","small","low","unacc"
"1181","med","med","5more","more","small","med","acc"
"1182","med","med","5more","more","small","high","acc"
"1184","med","med","5more","more","med","med","acc"
"1185","med","med","5more","more","med","high","vgood"
"1186","med","med","5more","more","big","low","unacc"
"1187","med","med","5more","more","big","med","acc"
"1188","med","med","5more","more","big","high","vgood"
"1189","med","low","2","2","small","low","unacc"
"1190","med","low","2","2","small","med","unacc"
"1191","med","low","2","2","small","high","unacc"
"1193","med","low","2","2","med","med","unacc"
"1194","med","low","2","2","med","high","unacc"
"1195","med","low","2","2","big","low","unacc"
"1196","med","low","2","2","big","med","unacc"
"1197","med","low","2","2","big","high","unacc"
"1198","med","low","2","4","small","low","unacc"
"1199","med","low","2","4","small","med","acc"
"1200","med","low","2","4","small","high","good"
"1201","med","low","2","4","med","low","unacc"
"1202","med","low","2","4","med","med","acc"
"1203","med","low","2","4","med","high","good"
"1205","med","low","2","4","big","med","good"
"1207","med","low","2","more","small","low","unacc"
"1208","med","low","2","more","small","med","unacc"
"1209","med","low","2","more","small","high","unacc"
"1210","med","low","2","more","med","low","unacc"
"1213","med","low","2","more","big","low","unacc"
"1214","med","low","2","more","big","med","good"
"1215","med","low","2","more","big","high","vgood"
"1216","med","low","3","2","small","low","unacc"
"1217","med","low","3","2","small","med","unacc"
"1219","med","low","3","2","med","low","unacc"
"1220","med","low","3","2","med","med","unacc"
"1221","med","low","3","2","med","high","unacc"
"1223","med","low","3","2","big","med","unacc"
"1224","med","low","3","2","big","high","unacc"
"1225","med","low","3","4","small","low","unacc"
"1226","med","low","3","4","small","med","acc"
"1227","med","low","3","4","small","high","good"
"1228","med","low","3","4","med","low","unacc"
"1229","med","low","3","4","med","med","acc"
"1230","med","low","3","4","med","high","good"
"1232","med","low","3","4","big","med","good"
"1233","med","low","3","4","big","high","vgood"
"1234","med","low","3","more","small","low","unacc"
"1235","med","low","3","more","small","med","acc"
"1236","med","low","3","more","small","high","good"
"1237","med","low","3","more","med","low","unacc"
"1238","med","low","3","more","med","med","good"
"1239","med","low","3","more","med","high","vgood"
"1240","med","low","3","more","big","low","unacc"
"1241","med","low","3","more","big","med","good"
"1242","med","low","3","more","big","high","vgood"
"1243","med","low","4","2","small","low","unacc"
"1244","med","low","4","2","small","med","unacc"
"1245","med","low","4","2","small","high","unacc"
"1246","med","low","4","2","med","low","unacc"
"1247","med","low","4","2","med","med","unacc"
"1249","med","low","4","2","big","low","unacc"
"1251","med","low","4","2","big","high","unacc"
"1252","med","low","4","4","small","low","unacc"
"1253","med","low","4","4","small","med","acc"
"1254","med","low","4","4","small","high","good"
"1255","med","low","4","4","med","low","unacc"
"1257","med","low","4","4","med","high","vgood"
"1259","med","low","4","4","big","med","good"
"1260","med","low","4","4","big","high","vgood"
"1261","med","low","4","more","small","low","unacc"
"1264","med","low","4","more","med","low","unacc"
"1265","med","low","4","more","med","med","good"
"1267","med","low","4","more","big","low","unacc"
"1268","med","low","4","more","big","med","good"
"1270","med","low","5more","2","small","low","unacc"
"1271","med","low","5more","2","small","med","unacc"
"1272","med","low","5more","2","small","high","unacc"
"1273","med","low","5more","2","med","low","unacc"
"1274","med","low","5more","2","med","med","unacc"
"1275","med","low","5more","2","med","high","unacc"
"1276","med","low","5more","2","big","low","unacc"
"1277","med","low","5more","2","big","med","unacc"
"1278","med","low","5more","2","big","high","unacc"
"1279","med","low","5more","4","small","low","unacc"
"1281","med","low","5more","4","small","high","good"
"1284","med","low","5more","4","med","high","vgood"
"1285","med","low","5more","4","big","low","unacc"
"1289","med","low","5more","more","small","med","acc"
"1290","med","low","5more","more","small","high","good"
"1292","med","low","5more","more","med","med","good"
"1293","med","low","5more","more","med","high","vgood"
"1294","med","low","5more","more","big","low","unacc"
"1295","med","low","5more","more","big","med","good"
"1296","med","low","5more","more","big","high","vgood"
"1297","low","vhigh","2","2","small","low","unacc"
"1298","low","vhigh","2","2","small","med","unacc"
"1299","low","vhigh","2","2","small","high","unacc"
"1300","low","vhigh","2","2","med","low","unacc"
"1301","low","vhigh","2","2","med","med","unacc"
"1302","low","vhigh","2","2","med","high","unacc"
"1303","low","vhigh","2","2","big","low","unacc"
"1304","low","vhigh","2","2","big","med","unacc"
"1306","low","vhigh","2","4","small","low","unacc"
"1307","low","vhigh","2","4","small","med","unacc"
"1308","low","vhigh","2","4","small","high","acc"
"1309","low","vhigh","2","4","med","low","unacc"
"1312","low","vhigh","2","4","big","low","unacc"
"1314","low","vhigh","2","4","big","high","acc"
"1315","low","vhigh","2","more","small","low","unacc"
"1316","low","vhigh","2","more","small","med","unacc"
"1317","low","vhigh","2","more","small","high","unacc"
"1319","low","vhigh","2","more","med","med","unacc"
"1320","low","vhigh","2","more","med","high","acc"
"1322","low","vhigh","2","more","big","med","acc"
"1323","low","vhigh","2","more","big","high","acc"
"1324","low","vhigh","3","2","small","low","unacc"
"1325","low","vhigh","3","2","small","med","unacc"
"1326","low","vhigh","3","2","small","high","unacc"
"1327","low","vhigh","3","2","med","low","unacc"
"1328","low","vhigh","3","2","med","med","unacc"
"1329","low","vhigh","3","2","med","high","unacc"
"1330","low","vhigh","3","2","big","low","unacc"
"1331","low","vhigh","3","2","big","med","unacc"
"1332","low","vhigh","3","2","big","high","unacc"
"1334","low","vhigh","3","4","small","med","unacc"
"1336","low","vhigh","3","4","med","low","unacc"
"1337","low","vhigh","3","4","med","med","unacc"
"1338","low","vhigh","3","4","med","high","acc"
"1339","low","vhigh","3","4","big","low","unacc"
"1340","low","vhigh","3","4","big","med","acc"
"1341","low","vhigh","3","4","big","high","acc"
"1342","low","vhigh","3","more","small","low","unacc"
"1343","low","vhigh","3","more","small","med","unacc"
"1344","low","vhigh","3","more","small","high","acc"
"1345","low","vhigh","3","more","med","low","unacc"
"1346","low","vhigh","3","more","med","med","acc"
"1347","low","vhigh","3","more","med","high","acc"
"1348","low","vhigh","3","more","big","low","unacc"
"1351","low","vhigh","4","2","small","low","unacc"
"1352","low","vhigh","4","2","small","med","unacc"
"1353","low","vhigh","4","2","small","high","unacc"
"1354","low","vhigh","4","2","med","low","unacc"
"1355","low","vhigh","4","2","med","med","unacc"
"1358","low","vhigh","4","2","big","med","unacc"
"1359","low","vhigh","4","2","big","high","unacc"
"1360","low","vhigh","4","4","small","low","unacc"
"1361","low","vhigh","4","4","small","med","unacc"
"1363","low","vhigh","4","4","med","low","unacc"
"1364","low","vhigh","4","4","med","med","acc"
"1365","low","vhigh","4","4","med","high","acc"
"1366","low","vhigh","4","4","big","low","unacc"
"1368","low","vhigh","4","4","big","high","acc"
"1369","low","vhigh","4","more","small","low","unacc"
"1371","low","vhigh","4","more","small","high","acc"
"1373","low","vhigh","4","more","med","med","acc"
"1374","low","vhigh","4","more","med","high","acc"
"1375","low","vhigh","4","more","big","low","unacc"
"1377","low","vhigh","4","more","big","high","acc"
"1378","low","vhigh","5more","2","small","low","unacc"
"1379","low","vhigh","5more","2","small","med","unacc"
"1380","low","vhigh","5more","2","small","high","unacc"
"1381","low","vhigh","5more","2","med","low","unacc"
"1382","low","vhigh","5more","2","med","med","unacc"
"1384","low","vhigh","5more","2","big","low","unacc"
"1385","low","vhigh","5more","2","big","med","unacc"
"1387","low","vhigh","5more","4","small","low","unacc"
"1388","low","vhigh","5more","4","small","med","unacc"
"1389","low","vhigh","5more","4","small","high","acc"
"1390","low","vhigh","5more","4","med","low","unacc"
"1391","low","vhigh","5more","4","med","med","acc"
"1392","low","vhigh","5more","4","med","high","acc"
"1393","low","vhigh","5more","4","big","low","unacc"
"1394","low","vhigh","5more","4","big","med","acc"
"1395","low","vhigh","5more","4","big","high","acc"
"1396","low","vhigh","5more","more","small","low","unacc"
"1397","low","vhigh","5more","more","small","med","unacc"
"1398","low","vhigh","5more","more","small","high","acc"
"1400","low","vhigh","5more","more","med","med","acc"
"1401","low","vhigh","5more","more","med","high","acc"
"1402","low","vhigh","5more","more","big","low","unacc"
"1403","low","vhigh","5more","more","big","med","acc"
"1405","low","high","2","2","small","low","unacc"
"1406","low","high","2","2","small","med","unacc"
"1407","low","high","2","2","small","high","unacc"
"1408","low","high","2","2","med","low","unacc"
"1409","low","high","2","2","med","med","unacc"
"1412","low","high","2","2","big","med","unacc"
"1413","low","high","2","2","big","high","unacc"
"1414","low","high","2","4","small","low","unacc"
"1415","low","high","2","4","small","med","acc"
"1418","low","high","2","4","med","med","acc"
"1420","low","high","2","4","big","low","unacc"
"1421","low","high","2","4","big","med","acc"
"1422","low","high","2","4","big","high","vgood"
"1423","low","high","2","more","small","low","unacc"
"1424","low","high","2","more","small","med","unacc"
"1425","low","high","2","more","small","high","unacc"
"1427","low","high","2","more","med","med","acc"
"1428","low","high","2","more","med","high","acc"
"1430","low","high","2","more","big","med","acc"
"1432","low","high","3","2","small","low","unacc"
"1433","low","high","3","2","small","med","unacc"
"1434","low","high","3","2","small","high","unacc"
"1435","low","high","3","2","med","low","unacc"
"1437","low","high","3","2","med","high","unacc"
"1438","low","high","3","2","big","low","unacc"
"1439","low","high","3","2","big","med","unacc"
"1440","low","high","3","2","big","high","unacc"
"1441","low","high","3","4","small","low","unacc"
"1442","low","high","3","4","small","med","acc"
"1443","low","high","3","4","small","high","acc"
"1445","low","high","3","4","med","med","acc"
"1447","low","high","3","4","big","low","unacc"
"1448","low","high","3","4","big","med","acc"
"1449","low","high","3","4","big","high","vgood"
"1450","low","high","3","more","small","low","unacc"
"1451","low","high","3","more","small","med","acc"
"1453","low","high","3","more","med","low","unacc"
"1454","low","high","3","more","med","med","acc"
"1455","low","high","3","more","med","high","vgood"
"1457","low","high","3","more","big","med","acc"
"1458","low","high","3","more","big","high","vgood"
"1459","low","high","4","2","small","low","unacc"
"1460","low","high","4","2","small","med","unacc"
"1462","low","high","4","2","med","low","unacc"
"1463","low","high","4","2","med","med","unacc"
"1464","low","high","4","2","med","high","unacc"
"1466","low","high","4","2","big","med","unacc"
"1467","low","high","4","2","big","high","unacc"
"1468","low","high","4","4","small","low","unacc"
"1469","low","high","4","4","small","med","acc"
"1470","low","high","4","4","small","high","acc"
"1472","low","high","4","4","med","med","acc"
"1473","low","high","4","4","med","high","vgood"
"1475","low","high","4","4","big","med","acc"
"1476","low","high","4","4","big","high","vgood"
"1477","low","high","4","more","small","low","unacc"
"1478","low","high","4","more","small","med","acc"
"1479","low","high","4","more","small","high","acc"
"1482","low","high","4","more","med","high","vgood"
"1483","low","high","4","more","big","low","unacc"
"1484","low","high","4","more","big","med","acc"
"1485","low","high","4","more","big","high","vgood"
"1486","low","high","5more","2","small","low","unacc"
"1489","low","high","5more","2","med","low","unacc"
"1490","low","high","5more","2","med","med","unacc"
"1491","low","high","5more","2","med","high","unacc"
"1492","low","high","5more","2","big","low","unacc"
"1495","low","high","5more","4","small","low","unacc"
"1496","low","high","5more","4","small","med","acc"
"1497","low","high","5more","4","small","high","acc"
"1498","low","high","5more","4","med","low","unacc"
"1500","low","high","5more","4","med","high","vgood"
"1501","low","high","5more","4","big","low","unacc"
"1502","low","high","5more","4","big","med","acc"
"1504","low","high","5more","more","small","low","unacc"
"1506","low","high","5more","more","small","high","acc"
"1507","low","high","5more","more","med","low","unacc"
"1508","low","high","5more","more","med","med","acc"
"1509","low","high","5more","more","med","high","vgood"
"1510","low","high","5more","more","big","low","unacc"
"1511","low","high","5more","more","big","med","acc"
"1513","low","med","2","2","small","low","unacc"
"1514","low","med","2","2","small","med","unacc"
"1515","low","med","2","2","small","high","unacc"
"1516","low","med","2","2","med","low","unacc"
"1517","low","med","2","2","med","med","unacc"
"1519","low","med","2","2","big","low","unacc"
"1520","low","med","2","2","big","med","unacc"
"1521","low","med","2","2","big","high","unacc"
"1522","low","med","2","4","small","low","unacc"
"1524","low","med","2","4","small","high","good"
"1525","low","med","2","4","med","low","unacc"
"1526","low","med","2","4","med","med","acc"
"1527","low","med","2","4","med","high","good"
"1528","low","med","2","4","big","low","unacc"
"1529","low","med","2","4","big","med","good"
"1531","low","med","2","more","small","low","unacc"
"1532","low","med","2","more","small","med","unacc"
"1533","low","med","2","more","small","high","unacc"
"1534","low","med","2","more","med","low","unacc"
"1537","low","med","2","more","big","low","unacc"
"1538","low","med","2","more","big","med","good"
"1539","low","med","2","more","big","high","vgood"
"1541","low","med","3","2","small","med","unacc"
"1542","low","med","3","2","small","high","unacc"
"1544","low","med","3","2","med","med","unacc"
"1545","low","med","3","2","med","high","unacc"
"1546","low","med","3","2","big","low","unacc"
"1547","low","med","3","2","big","med","unacc"
"1548","low","med","3","2","big","high","unacc"
"1549","low","med","3","4","small","low","unacc"
"1550","low","med","3","4","small","med","acc"
"1551","low","med","3","4","small","high","good"
"1552","low","med","3","4","med","low","unacc"
"1553","low","med","3","4","med","med","acc"
"1554","low","med","3","4","med","high","good"
"1555","low","med","3","4","big","low","unacc"
"1559","low","med","3","more","small","med","acc"
"1560","low","med","3","more","small","high","good"
"1561","low","med","3","more","med","low","unacc"
"1564","low","med","3","more","big","low","unacc"
"1565","low","med","3","more","big","med","good"
"1566","low","med","3","more","big","high","vgood"
"1567","low","med","4","2","small","low","unacc"
"1568","low","med","4","2","small","med","unacc"
"1569","low","med","4","2","small","high","unacc"
"1570","low","med","4","2","med","low","unacc"
"1571","low","med","4","2","med","med","unacc"
"1573","low","med","4","2","big","low","unacc"
"1574","low","med","4","2","big","med","unacc"
"1575","low","med","4","2","big","high","unacc"
"1576","low","med","4","4","small","low","unacc"
"1577","low","med","4","4","small","med","acc"
"1580","low","med","4","4","med","med","good"
"1581","low","med","4","4","med","high","vgood"
"1582","low","med","4","4","big","low","unacc"
"1583","low","med","4","4","big","med","good"
"1586","low","med","4","more","small","med","acc"
"1587","low","med","4","more","small","high","good"
"1588","low","med","4","more","med","low","unacc"
