"","V1_v_high","V1_v_low","V1_v_med","V1_v_vhigh","V2_v_high","V2_v_low","V2_v_med","V2_v_vhigh","V3_v_2","V3_v_3","V3_v_4","V3_v_5more","V4_v_2","V4_v_4","V4_v_more","V5_v_big","V5_v_med","V5_v_small","V6_v_high","V6_v_low","V6_v_med","V7"
"347",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"348",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"349",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"350",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"351",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"352",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"353",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"354",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"355",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"356",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"357",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"358",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"359",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"360",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"361",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"364",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"365",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"366",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"acc"
"367",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"368",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"369",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"370",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"371",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"372",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"acc"
"375",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"378",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"acc"
"379",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"382",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"383",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"385",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"386",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"387",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"390",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,"acc"
"391",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"392",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"acc"
"393",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"acc"
"395",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"acc"
"396",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"acc"
"397",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"398",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"399",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"400",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"401",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"acc"
"402",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"acc"
"404",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,"acc"
"405",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"acc"
"406",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"407",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"408",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"409",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"410",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"411",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"412",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"414",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"unacc"
"415",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"416",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"420",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,"acc"
"421",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"422",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"acc"
"423",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"acc"
"424",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"425",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"426",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"acc"
"427",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"unacc"
"428",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,"acc"
"429",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"acc"
"430",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"431",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,"acc"
"432",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"acc"
"433",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"435",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"436",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"438",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"439",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"440",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"441",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"442",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"443",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"444",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,"unacc"
"445",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"446",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"447",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,"unacc"
"448",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"449",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,"unacc"
"450",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,"unacc"
"451",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"452",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"453",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"454",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"456",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,"unacc"
"457",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"458",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,"unacc"
"460",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"461",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"462",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"463",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"464",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"465",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"466",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"467",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"471",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,"unacc"
"472",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"474",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"unacc"
"475",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"477",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,"unacc"
"478",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"479",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"482",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"484",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"485",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,"unacc"
"486",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,"unacc"
"487",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"488",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"489",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"490",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"491",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"492",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"494",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"495",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"496",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,"unacc"
"497",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"498",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,"unacc"
"499",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"500",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,"unacc"
"501",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,"unacc"
"502",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"503",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"unacc"
"504",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,"unacc"
"505",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"506",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"508",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"509",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,"unacc"
"510",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,"unacc"
"511",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"513",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,"unacc"
"514",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"515",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"518",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"519",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"520",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"521",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"523",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"524",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"525",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,"unacc"
"526",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"527",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,"unacc"
"528",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,"unacc"
"529",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"530",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,"unacc"
"531",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,"unacc"
"533",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"535",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,"unacc"
"536",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,"unacc"
"537",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,"unacc"
"538",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"539",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,"unacc"
"540",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,"unacc"
"542",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"543",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"545",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"546",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"548",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"549",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"550",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"552",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"acc"
"553",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"554",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"555",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,"acc"
"556",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"558",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"559",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"561",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"562",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"563",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"564",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"565",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"566",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"567",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"568",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"570",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"572",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"573",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"574",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"575",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"576",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"577",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"578",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"580",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"581",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"582",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"acc"
"583",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"584",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"585",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"586",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"587",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"589",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"590",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"acc"
"591",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"593",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"acc"
"594",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"acc"
"595",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"596",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"597",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"598",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"599",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"600",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"601",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"602",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"603",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"604",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,"unacc"
"605",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"606",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,"acc"
"607",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"608",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"acc"
"610",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"611",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"acc"
"612",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"acc"
"614",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"615",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"616",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"619",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"621",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"acc"
"622",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"625",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"626",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"627",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"628",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"629",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"630",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"unacc"
"634",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"635",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,"acc"
"636",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,"acc"
"637",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"638",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"acc"
"639",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"acc"
"640",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"641",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"642",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"acc"
"643",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"unacc"
"644",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,"acc"
"646",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"647",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,"acc"
"648",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"acc"
"649",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"651",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"653",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"654",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"655",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"657",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"658",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"659",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"660",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"acc"
"661",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"662",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"664",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"665",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,"acc"
"666",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"671",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"672",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"673",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"674",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"676",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"677",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"679",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"680",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"681",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"682",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"683",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"684",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"685",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"688",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"689",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
