"","V1","V2","V3","V4","V5","V6","V7"
"792","high","low","3","2","big","high","unacc"
"793","high","low","3","4","small","low","unacc"
"794","high","low","3","4","small","med","unacc"
"795","high","low","3","4","small","high","acc"
"796","high","low","3","4","med","low","unacc"
"797","high","low","3","4","med","med","unacc"
"799","high","low","3","4","big","low","unacc"
"800","high","low","3","4","big","med","acc"
"801","high","low","3","4","big","high","acc"
"802","high","low","3","more","small","low","unacc"
"803","high","low","3","more","small","med","unacc"
"805","high","low","3","more","med","low","unacc"
"807","high","low","3","more","med","high","acc"
"809","high","low","3","more","big","med","acc"
"810","high","low","3","more","big","high","acc"
"811","high","low","4","2","small","low","unacc"
"812","high","low","4","2","small","med","unacc"
"813","high","low","4","2","small","high","unacc"
"814","high","low","4","2","med","low","unacc"
"815","high","low","4","2","med","med","unacc"
"816","high","low","4","2","med","high","unacc"
"817","high","low","4","2","big","low","unacc"
"818","high","low","4","2","big","med","unacc"
"821","high","low","4","4","small","med","unacc"
"822","high","low","4","4","small","high","acc"
"823","high","low","4","4","med","low","unacc"
"825","high","low","4","4","med","high","acc"
"826","high","low","4","4","big","low","unacc"
"827","high","low","4","4","big","med","acc"
"828","high","low","4","4","big","high","acc"
"830","high","low","4","more","small","med","unacc"
"831","high","low","4","more","small","high","acc"
"832","high","low","4","more","med","low","unacc"
"833","high","low","4","more","med","med","acc"
"835","high","low","4","more","big","low","unacc"
"836","high","low","4","more","big","med","acc"
"837","high","low","4","more","big","high","acc"
"838","high","low","5more","2","small","low","unacc"
"839","high","low","5more","2","small","med","unacc"
"840","high","low","5more","2","small","high","unacc"
"841","high","low","5more","2","med","low","unacc"
"842","high","low","5more","2","med","med","unacc"
"843","high","low","5more","2","med","high","unacc"
"844","high","low","5more","2","big","low","unacc"
"845","high","low","5more","2","big","med","unacc"
"846","high","low","5more","2","big","high","unacc"
"847","high","low","5more","4","small","low","unacc"
"848","high","low","5more","4","small","med","unacc"
"849","high","low","5more","4","small","high","acc"
"850","high","low","5more","4","med","low","unacc"
"851","high","low","5more","4","med","med","acc"
"852","high","low","5more","4","med","high","acc"
"854","high","low","5more","4","big","med","acc"
"855","high","low","5more","4","big","high","acc"
"856","high","low","5more","more","small","low","unacc"
"857","high","low","5more","more","small","med","unacc"
"858","high","low","5more","more","small","high","acc"
"859","high","low","5more","more","med","low","unacc"
"860","high","low","5more","more","med","med","acc"
"861","high","low","5more","more","med","high","acc"
"863","high","low","5more","more","big","med","acc"
"864","high","low","5more","more","big","high","acc"
"866","med","vhigh","2","2","small","med","unacc"
"867","med","vhigh","2","2","small","high","unacc"
"869","med","vhigh","2","2","med","med","unacc"
"870","med","vhigh","2","2","med","high","unacc"
"871","med","vhigh","2","2","big","low","unacc"
"872","med","vhigh","2","2","big","med","unacc"
"873","med","vhigh","2","2","big","high","unacc"
"875","med","vhigh","2","4","small","med","unacc"
"876","med","vhigh","2","4","small","high","acc"
"877","med","vhigh","2","4","med","low","unacc"
"878","med","vhigh","2","4","med","med","unacc"
"879","med","vhigh","2","4","med","high","acc"
"880","med","vhigh","2","4","big","low","unacc"
"881","med","vhigh","2","4","big","med","acc"
"882","med","vhigh","2","4","big","high","acc"
"883","med","vhigh","2","more","small","low","unacc"
"884","med","vhigh","2","more","small","med","unacc"
"885","med","vhigh","2","more","small","high","unacc"
"886","med","vhigh","2","more","med","low","unacc"
"887","med","vhigh","2","more","med","med","unacc"
"888","med","vhigh","2","more","med","high","acc"
"889","med","vhigh","2","more","big","low","unacc"
"890","med","vhigh","2","more","big","med","acc"
"891","med","vhigh","2","more","big","high","acc"
"893","med","vhigh","3","2","small","med","unacc"
"895","med","vhigh","3","2","med","low","unacc"
"896","med","vhigh","3","2","med","med","unacc"
"897","med","vhigh","3","2","med","high","unacc"
"899","med","vhigh","3","2","big","med","unacc"
"900","med","vhigh","3","2","big","high","unacc"
"901","med","vhigh","3","4","small","low","unacc"
"902","med","vhigh","3","4","small","med","unacc"
"903","med","vhigh","3","4","small","high","acc"
"904","med","vhigh","3","4","med","low","unacc"
"905","med","vhigh","3","4","med","med","unacc"
"906","med","vhigh","3","4","med","high","acc"
"907","med","vhigh","3","4","big","low","unacc"
"908","med","vhigh","3","4","big","med","acc"
"909","med","vhigh","3","4","big","high","acc"
"910","med","vhigh","3","more","small","low","unacc"
"911","med","vhigh","3","more","small","med","unacc"
"912","med","vhigh","3","more","small","high","acc"
"913","med","vhigh","3","more","med","low","unacc"
"914","med","vhigh","3","more","med","med","acc"
"915","med","vhigh","3","more","med","high","acc"
"916","med","vhigh","3","more","big","low","unacc"
"918","med","vhigh","3","more","big","high","acc"
"919","med","vhigh","4","2","small","low","unacc"
"920","med","vhigh","4","2","small","med","unacc"
"921","med","vhigh","4","2","small","high","unacc"
"922","med","vhigh","4","2","med","low","unacc"
"923","med","vhigh","4","2","med","med","unacc"
"926","med","vhigh","4","2","big","med","unacc"
"927","med","vhigh","4","2","big","high","unacc"
"928","med","vhigh","4","4","small","low","unacc"
"929","med","vhigh","4","4","small","med","unacc"
"930","med","vhigh","4","4","small","high","acc"
"931","med","vhigh","4","4","med","low","unacc"
"935","med","vhigh","4","4","big","med","acc"
"937","med","vhigh","4","more","small","low","unacc"
"938","med","vhigh","4","more","small","med","unacc"
"939","med","vhigh","4","more","small","high","acc"
"941","med","vhigh","4","more","med","med","acc"
"942","med","vhigh","4","more","med","high","acc"
"943","med","vhigh","4","more","big","low","unacc"
"945","med","vhigh","4","more","big","high","acc"
"946","med","vhigh","5more","2","small","low","unacc"
"947","med","vhigh","5more","2","small","med","unacc"
"948","med","vhigh","5more","2","small","high","unacc"
"949","med","vhigh","5more","2","med","low","unacc"
"950","med","vhigh","5more","2","med","med","unacc"
"951","med","vhigh","5more","2","med","high","unacc"
"952","med","vhigh","5more","2","big","low","unacc"
"953","med","vhigh","5more","2","big","med","unacc"
"954","med","vhigh","5more","2","big","high","unacc"
"955","med","vhigh","5more","4","small","low","unacc"
"957","med","vhigh","5more","4","small","high","acc"
"958","med","vhigh","5more","4","med","low","unacc"
"959","med","vhigh","5more","4","med","med","acc"
"960","med","vhigh","5more","4","med","high","acc"
"961","med","vhigh","5more","4","big","low","unacc"
"964","med","vhigh","5more","more","small","low","unacc"
"965","med","vhigh","5more","more","small","med","unacc"
"966","med","vhigh","5more","more","small","high","acc"
"968","med","vhigh","5more","more","med","med","acc"
"969","med","vhigh","5more","more","med","high","acc"
"970","med","vhigh","5more","more","big","low","unacc"
"971","med","vhigh","5more","more","big","med","acc"
"972","med","vhigh","5more","more","big","high","acc"
"973","med","high","2","2","small","low","unacc"
"974","med","high","2","2","small","med","unacc"
"975","med","high","2","2","small","high","unacc"
"976","med","high","2","2","med","low","unacc"
"977","med","high","2","2","med","med","unacc"
"979","med","high","2","2","big","low","unacc"
"980","med","high","2","2","big","med","unacc"
"981","med","high","2","2","big","high","unacc"
"982","med","high","2","4","small","low","unacc"
"983","med","high","2","4","small","med","unacc"
"984","med","high","2","4","small","high","acc"
"985","med","high","2","4","med","low","unacc"
"986","med","high","2","4","med","med","unacc"
"987","med","high","2","4","med","high","acc"
"989","med","high","2","4","big","med","acc"
"990","med","high","2","4","big","high","acc"
"991","med","high","2","more","small","low","unacc"
"993","med","high","2","more","small","high","unacc"
"994","med","high","2","more","med","low","unacc"
"996","med","high","2","more","med","high","acc"
"997","med","high","2","more","big","low","unacc"
"998","med","high","2","more","big","med","acc"
"999","med","high","2","more","big","high","acc"
"1000","med","high","3","2","small","low","unacc"
"1002","med","high","3","2","small","high","unacc"
"1005","med","high","3","2","med","high","unacc"
"1006","med","high","3","2","big","low","unacc"
"1007","med","high","3","2","big","med","unacc"
"1008","med","high","3","2","big","high","unacc"
"1009","med","high","3","4","small","low","unacc"
"1011","med","high","3","4","small","high","acc"
"1012","med","high","3","4","med","low","unacc"
"1014","med","high","3","4","med","high","acc"
"1015","med","high","3","4","big","low","unacc"
"1016","med","high","3","4","big","med","acc"
"1018","med","high","3","more","small","low","unacc"
"1019","med","high","3","more","small","med","unacc"
"1021","med","high","3","more","med","low","unacc"
"1022","med","high","3","more","med","med","acc"
"1023","med","high","3","more","med","high","acc"
"1024","med","high","3","more","big","low","unacc"
"1025","med","high","3","more","big","med","acc"
"1027","med","high","4","2","small","low","unacc"
"1028","med","high","4","2","small","med","unacc"
"1029","med","high","4","2","small","high","unacc"
"1030","med","high","4","2","med","low","unacc"
"1031","med","high","4","2","med","med","unacc"
"1032","med","high","4","2","med","high","unacc"
"1034","med","high","4","2","big","med","unacc"
"1035","med","high","4","2","big","high","unacc"
"1036","med","high","4","4","small","low","unacc"
"1038","med","high","4","4","small","high","acc"
"1040","med","high","4","4","med","med","acc"
"1042","med","high","4","4","big","low","unacc"
"1044","med","high","4","4","big","high","acc"
"1045","med","high","4","more","small","low","unacc"
"1046","med","high","4","more","small","med","unacc"
"1047","med","high","4","more","small","high","acc"
"1049","med","high","4","more","med","med","acc"
"1050","med","high","4","more","med","high","acc"
"1051","med","high","4","more","big","low","unacc"
"1052","med","high","4","more","big","med","acc"
"1053","med","high","4","more","big","high","acc"
"1054","med","high","5more","2","small","low","unacc"
"1055","med","high","5more","2","small","med","unacc"
"1057","med","high","5more","2","med","low","unacc"
"1058","med","high","5more","2","med","med","unacc"
"1060","med","high","5more","2","big","low","unacc"
"1061","med","high","5more","2","big","med","unacc"
"1062","med","high","5more","2","big","high","unacc"
"1064","med","high","5more","4","small","med","unacc"
"1065","med","high","5more","4","small","high","acc"
"1066","med","high","5more","4","med","low","unacc"
"1067","med","high","5more","4","med","med","acc"
"1068","med","high","5more","4","med","high","acc"
"1070","med","high","5more","4","big","med","acc"
"1071","med","high","5more","4","big","high","acc"
"1072","med","high","5more","more","small","low","unacc"
"1073","med","high","5more","more","small","med","unacc"
"1074","med","high","5more","more","small","high","acc"
"1075","med","high","5more","more","med","low","unacc"
"1079","med","high","5more","more","big","med","acc"
"1080","med","high","5more","more","big","high","acc"
"1081","med","med","2","2","small","low","unacc"
"1082","med","med","2","2","small","med","unacc"
"1083","med","med","2","2","small","high","unacc"
"1084","med","med","2","2","med","low","unacc"
"1086","med","med","2","2","med","high","unacc"
"1087","med","med","2","2","big","low","unacc"
"1088","med","med","2","2","big","med","unacc"
"1089","med","med","2","2","big","high","unacc"
"1090","med","med","2","4","small","low","unacc"
"1091","med","med","2","4","small","med","acc"
"1092","med","med","2","4","small","high","acc"
"1093","med","med","2","4","med","low","unacc"
"1095","med","med","2","4","med","high","acc"
"1096","med","med","2","4","big","low","unacc"
"1097","med","med","2","4","big","med","acc"
"1098","med","med","2","4","big","high","vgood"
"1099","med","med","2","more","small","low","unacc"
"1100","med","med","2","more","small","med","unacc"
"1101","med","med","2","more","small","high","unacc"
"1103","med","med","2","more","med","med","acc"
"1105","med","med","2","more","big","low","unacc"
"1106","med","med","2","more","big","med","acc"
"1107","med","med","2","more","big","high","vgood"
"1108","med","med","3","2","small","low","unacc"
"1110","med","med","3","2","small","high","unacc"
"1111","med","med","3","2","med","low","unacc"
"1112","med","med","3","2","med","med","unacc"
"1113","med","med","3","2","med","high","unacc"
"1114","med","med","3","2","big","low","unacc"
"1115","med","med","3","2","big","med","unacc"
"1116","med","med","3","2","big","high","unacc"
"1117","med","med","3","4","small","low","unacc"
"1118","med","med","3","4","small","med","acc"
"1119","med","med","3","4","small","high","acc"
"1120","med","med","3","4","med","low","unacc"
"1121","med","med","3","4","med","med","acc"
"1122","med","med","3","4","med","high","acc"
"1123","med","med","3","4","big","low","unacc"
"1125","med","med","3","4","big","high","vgood"
"1126","med","med","3","more","small","low","unacc"
"1127","med","med","3","more","small","med","acc"
"1128","med","med","3","more","small","high","acc"
"1130","med","med","3","more","med","med","acc"
"1131","med","med","3","more","med","high","vgood"
"1132","med","med","3","more","big","low","unacc"
"1134","med","med","3","more","big","high","vgood"
"1135","med","med","4","2","small","low","unacc"
"1136","med","med","4","2","small","med","unacc"
"1137","med","med","4","2","small","high","unacc"
"1140","med","med","4","2","med","high","unacc"
"1143","med","med","4","2","big","high","unacc"
"1144","med","med","4","4","small","low","unacc"
"1146","med","med","4","4","small","high","acc"
"1147","med","med","4","4","med","low","unacc"
"1148","med","med","4","4","med","med","acc"
"1150","med","med","4","4","big","low","unacc"
"1151","med","med","4","4","big","med","acc"
"1152","med","med","4","4","big","high","vgood"
"1153","med","med","4","more","small","low","unacc"
"1154","med","med","4","more","small","med","acc"
"1155","med","med","4","more","small","high","acc"
"1156","med","med","4","more","med","low","unacc"
"1157","med","med","4","more","med","med","acc"
"1158","med","med","4","more","med","high","vgood"
"1159","med","med","4","more","big","low","unacc"
"1160","med","med","4","more","big","med","acc"
"1161","med","med","4","more","big","high","vgood"
"1162","med","med","5more","2","small","low","unacc"
"1163","med","med","5more","2","small","med","unacc"
"1164","med","med","5more","2","small","high","unacc"
"1165","med","med","5more","2","med","low","unacc"
"1166","med","med","5more","2","med","med","unacc"
"1167","med","med","5more","2","med","high","unacc"
"1168","med","med","5more","2","big","low","unacc"
"1169","med","med","5more","2","big","med","unacc"
"1170","med","med","5more","2","big","high","unacc"
"1171","med","med","5more","4","small","low","unacc"
"1172","med","med","5more","4","small","med","acc"
"1174","med","med","5more","4","med","low","unacc"
"1175","med","med","5more","4","med","med","acc"
"1176","med","med","5more","4","med","high","vgood"
"1177","med","med","5more","4","big","low","unacc"
"1180","med","med","5more","more","small","low","unacc"
"1182","med","med","5more","more","small","high","acc"
"1183","med","med","5more","more","med","low","unacc"
"1184","med","med","5more","more","med","med","acc"
"1185","med","med","5more","more","med","high","vgood"
"1187","med","med","5more","more","big","med","acc"
"1188","med","med","5more","more","big","high","vgood"
"1191","med","low","2","2","small","high","unacc"
"1192","med","low","2","2","med","low","unacc"
"1194","med","low","2","2","med","high","unacc"
"1195","med","low","2","2","big","low","unacc"
"1196","med","low","2","2","big","med","unacc"
"1198","med","low","2","4","small","low","unacc"
"1199","med","low","2","4","small","med","acc"
"1200","med","low","2","4","small","high","good"
"1201","med","low","2","4","med","low","unacc"
"1202","med","low","2","4","med","med","acc"
"1203","med","low","2","4","med","high","good"
"1204","med","low","2","4","big","low","unacc"
"1206","med","low","2","4","big","high","vgood"
"1207","med","low","2","more","small","low","unacc"
"1208","med","low","2","more","small","med","unacc"
"1209","med","low","2","more","small","high","unacc"
"1211","med","low","2","more","med","med","acc"
"1212","med","low","2","more","med","high","good"
"1213","med","low","2","more","big","low","unacc"
"1216","med","low","3","2","small","low","unacc"
"1217","med","low","3","2","small","med","unacc"
"1218","med","low","3","2","small","high","unacc"
"1219","med","low","3","2","med","low","unacc"
"1220","med","low","3","2","med","med","unacc"
"1221","med","low","3","2","med","high","unacc"
"1222","med","low","3","2","big","low","unacc"
"1223","med","low","3","2","big","med","unacc"
"1225","med","low","3","4","small","low","unacc"
"1227","med","low","3","4","small","high","good"
"1229","med","low","3","4","med","med","acc"
"1230","med","low","3","4","med","high","good"
"1231","med","low","3","4","big","low","unacc"
"1233","med","low","3","4","big","high","vgood"
"1235","med","low","3","more","small","med","acc"
"1236","med","low","3","more","small","high","good"
"1239","med","low","3","more","med","high","vgood"
"1240","med","low","3","more","big","low","unacc"
"1241","med","low","3","more","big","med","good"
"1243","med","low","4","2","small","low","unacc"
"1244","med","low","4","2","small","med","unacc"
"1246","med","low","4","2","med","low","unacc"
"1247","med","low","4","2","med","med","unacc"
"1248","med","low","4","2","med","high","unacc"
"1250","med","low","4","2","big","med","unacc"
"1251","med","low","4","2","big","high","unacc"
"1252","med","low","4","4","small","low","unacc"
"1253","med","low","4","4","small","med","acc"
"1255","med","low","4","4","med","low","unacc"
"1256","med","low","4","4","med","med","good"
"1258","med","low","4","4","big","low","unacc"
"1259","med","low","4","4","big","med","good"
"1260","med","low","4","4","big","high","vgood"
"1261","med","low","4","more","small","low","unacc"
"1262","med","low","4","more","small","med","acc"
"1263","med","low","4","more","small","high","good"
"1264","med","low","4","more","med","low","unacc"
"1265","med","low","4","more","med","med","good"
"1266","med","low","4","more","med","high","vgood"
"1267","med","low","4","more","big","low","unacc"
"1268","med","low","4","more","big","med","good"
"1269","med","low","4","more","big","high","vgood"
"1270","med","low","5more","2","small","low","unacc"
"1272","med","low","5more","2","small","high","unacc"
"1273","med","low","5more","2","med","low","unacc"
"1274","med","low","5more","2","med","med","unacc"
"1275","med","low","5more","2","med","high","unacc"
"1276","med","low","5more","2","big","low","unacc"
"1277","med","low","5more","2","big","med","unacc"
"1278","med","low","5more","2","big","high","unacc"
"1279","med","low","5more","4","small","low","unacc"
"1280","med","low","5more","4","small","med","acc"
"1282","med","low","5more","4","med","low","unacc"
"1283","med","low","5more","4","med","med","good"
"1284","med","low","5more","4","med","high","vgood"
"1286","med","low","5more","4","big","med","good"
"1287","med","low","5more","4","big","high","vgood"
"1288","med","low","5more","more","small","low","unacc"
"1289","med","low","5more","more","small","med","acc"
"1291","med","low","5more","more","med","low","unacc"
"1292","med","low","5more","more","med","med","good"
"1293","med","low","5more","more","med","high","vgood"
"1294","med","low","5more","more","big","low","unacc"
"1295","med","low","5more","more","big","med","good"
"1296","med","low","5more","more","big","high","vgood"
"1297","low","vhigh","2","2","small","low","unacc"
"1299","low","vhigh","2","2","small","high","unacc"
"1300","low","vhigh","2","2","med","low","unacc"
"1301","low","vhigh","2","2","med","med","unacc"
"1302","low","vhigh","2","2","med","high","unacc"
"1303","low","vhigh","2","2","big","low","unacc"
"1304","low","vhigh","2","2","big","med","unacc"
"1305","low","vhigh","2","2","big","high","unacc"
"1306","low","vhigh","2","4","small","low","unacc"
"1308","low","vhigh","2","4","small","high","acc"
"1309","low","vhigh","2","4","med","low","unacc"
"1310","low","vhigh","2","4","med","med","unacc"
"1311","low","vhigh","2","4","med","high","acc"
"1312","low","vhigh","2","4","big","low","unacc"
"1313","low","vhigh","2","4","big","med","acc"
"1314","low","vhigh","2","4","big","high","acc"
"1315","low","vhigh","2","more","small","low","unacc"
"1318","low","vhigh","2","more","med","low","unacc"
"1319","low","vhigh","2","more","med","med","unacc"
"1320","low","vhigh","2","more","med","high","acc"
"1321","low","vhigh","2","more","big","low","unacc"
"1322","low","vhigh","2","more","big","med","acc"
"1323","low","vhigh","2","more","big","high","acc"
"1324","low","vhigh","3","2","small","low","unacc"
"1325","low","vhigh","3","2","small","med","unacc"
"1326","low","vhigh","3","2","small","high","unacc"
"1327","low","vhigh","3","2","med","low","unacc"
"1328","low","vhigh","3","2","med","med","unacc"
"1329","low","vhigh","3","2","med","high","unacc"
"1330","low","vhigh","3","2","big","low","unacc"
"1331","low","vhigh","3","2","big","med","unacc"
"1332","low","vhigh","3","2","big","high","unacc"
"1333","low","vhigh","3","4","small","low","unacc"
"1334","low","vhigh","3","4","small","med","unacc"
"1335","low","vhigh","3","4","small","high","acc"
"1337","low","vhigh","3","4","med","med","unacc"
"1338","low","vhigh","3","4","med","high","acc"
"1341","low","vhigh","3","4","big","high","acc"
"1342","low","vhigh","3","more","small","low","unacc"
"1347","low","vhigh","3","more","med","high","acc"
"1348","low","vhigh","3","more","big","low","unacc"
"1349","low","vhigh","3","more","big","med","acc"
"1350","low","vhigh","3","more","big","high","acc"
"1352","low","vhigh","4","2","small","med","unacc"
"1353","low","vhigh","4","2","small","high","unacc"
"1354","low","vhigh","4","2","med","low","unacc"
"1356","low","vhigh","4","2","med","high","unacc"
"1357","low","vhigh","4","2","big","low","unacc"
"1359","low","vhigh","4","2","big","high","unacc"
"1360","low","vhigh","4","4","small","low","unacc"
"1361","low","vhigh","4","4","small","med","unacc"
"1362","low","vhigh","4","4","small","high","acc"
"1364","low","vhigh","4","4","med","med","acc"
"1365","low","vhigh","4","4","med","high","acc"
"1366","low","vhigh","4","4","big","low","unacc"
"1367","low","vhigh","4","4","big","med","acc"
"1368","low","vhigh","4","4","big","high","acc"
"1369","low","vhigh","4","more","small","low","unacc"
"1370","low","vhigh","4","more","small","med","unacc"
"1371","low","vhigh","4","more","small","high","acc"
"1372","low","vhigh","4","more","med","low","unacc"
"1373","low","vhigh","4","more","med","med","acc"
"1375","low","vhigh","4","more","big","low","unacc"
"1376","low","vhigh","4","more","big","med","acc"
"1377","low","vhigh","4","more","big","high","acc"
"1378","low","vhigh","5more","2","small","low","unacc"
"1381","low","vhigh","5more","2","med","low","unacc"
"1382","low","vhigh","5more","2","med","med","unacc"
"1383","low","vhigh","5more","2","med","high","unacc"
"1384","low","vhigh","5more","2","big","low","unacc"
"1385","low","vhigh","5more","2","big","med","unacc"
"1386","low","vhigh","5more","2","big","high","unacc"
"1387","low","vhigh","5more","4","small","low","unacc"
"1388","low","vhigh","5more","4","small","med","unacc"
"1389","low","vhigh","5more","4","small","high","acc"
"1390","low","vhigh","5more","4","med","low","unacc"
"1391","low","vhigh","5more","4","med","med","acc"
"1392","low","vhigh","5more","4","med","high","acc"
"1393","low","vhigh","5more","4","big","low","unacc"
"1394","low","vhigh","5more","4","big","med","acc"
"1395","low","vhigh","5more","4","big","high","acc"
"1396","low","vhigh","5more","more","small","low","unacc"
"1397","low","vhigh","5more","more","small","med","unacc"
"1398","low","vhigh","5more","more","small","high","acc"
"1399","low","vhigh","5more","more","med","low","unacc"
"1400","low","vhigh","5more","more","med","med","acc"
"1401","low","vhigh","5more","more","med","high","acc"
"1402","low","vhigh","5more","more","big","low","unacc"
"1404","low","vhigh","5more","more","big","high","acc"
"1405","low","high","2","2","small","low","unacc"
"1406","low","high","2","2","small","med","unacc"
"1407","low","high","2","2","small","high","unacc"
"1408","low","high","2","2","med","low","unacc"
"1410","low","high","2","2","med","high","unacc"
"1411","low","high","2","2","big","low","unacc"
"1413","low","high","2","2","big","high","unacc"
"1415","low","high","2","4","small","med","acc"
"1416","low","high","2","4","small","high","acc"
"1417","low","high","2","4","med","low","unacc"
"1418","low","high","2","4","med","med","acc"
"1419","low","high","2","4","med","high","acc"
"1421","low","high","2","4","big","med","acc"
"1422","low","high","2","4","big","high","vgood"
"1423","low","high","2","more","small","low","unacc"
"1424","low","high","2","more","small","med","unacc"
"1426","low","high","2","more","med","low","unacc"
"1427","low","high","2","more","med","med","acc"
"1429","low","high","2","more","big","low","unacc"
"1430","low","high","2","more","big","med","acc"
"1431","low","high","2","more","big","high","vgood"
"1432","low","high","3","2","small","low","unacc"
"1433","low","high","3","2","small","med","unacc"
"1434","low","high","3","2","small","high","unacc"
"1436","low","high","3","2","med","med","unacc"
"1437","low","high","3","2","med","high","unacc"
"1440","low","high","3","2","big","high","unacc"
"1441","low","high","3","4","small","low","unacc"
"1442","low","high","3","4","small","med","acc"
"1443","low","high","3","4","small","high","acc"
"1444","low","high","3","4","med","low","unacc"
"1445","low","high","3","4","med","med","acc"
"1446","low","high","3","4","med","high","acc"
"1449","low","high","3","4","big","high","vgood"
"1450","low","high","3","more","small","low","unacc"
"1451","low","high","3","more","small","med","acc"
"1452","low","high","3","more","small","high","acc"
"1453","low","high","3","more","med","low","unacc"
"1456","low","high","3","more","big","low","unacc"
"1458","low","high","3","more","big","high","vgood"
"1460","low","high","4","2","small","med","unacc"
"1461","low","high","4","2","small","high","unacc"
"1462","low","high","4","2","med","low","unacc"
"1463","low","high","4","2","med","med","unacc"
"1465","low","high","4","2","big","low","unacc"
"1466","low","high","4","2","big","med","unacc"
"1467","low","high","4","2","big","high","unacc"
"1468","low","high","4","4","small","low","unacc"
"1469","low","high","4","4","small","med","acc"
"1471","low","high","4","4","med","low","unacc"
"1472","low","high","4","4","med","med","acc"
"1474","low","high","4","4","big","low","unacc"
"1475","low","high","4","4","big","med","acc"
"1476","low","high","4","4","big","high","vgood"
"1477","low","high","4","more","small","low","unacc"
"1478","low","high","4","more","small","med","acc"
"1479","low","high","4","more","small","high","acc"
"1480","low","high","4","more","med","low","unacc"
"1481","low","high","4","more","med","med","acc"
"1482","low","high","4","more","med","high","vgood"
"1483","low","high","4","more","big","low","unacc"
"1484","low","high","4","more","big","med","acc"
"1485","low","high","4","more","big","high","vgood"
"1487","low","high","5more","2","small","med","unacc"
"1488","low","high","5more","2","small","high","unacc"
"1489","low","high","5more","2","med","low","unacc"
"1490","low","high","5more","2","med","med","unacc"
"1491","low","high","5more","2","med","high","unacc"
"1492","low","high","5more","2","big","low","unacc"
"1493","low","high","5more","2","big","med","unacc"
"1494","low","high","5more","2","big","high","unacc"
"1495","low","high","5more","4","small","low","unacc"
"1498","low","high","5more","4","med","low","unacc"
"1499","low","high","5more","4","med","med","acc"
"1500","low","high","5more","4","med","high","vgood"
"1502","low","high","5more","4","big","med","acc"
"1503","low","high","5more","4","big","high","vgood"
"1504","low","high","5more","more","small","low","unacc"
"1505","low","high","5more","more","small","med","acc"
"1506","low","high","5more","more","small","high","acc"
"1507","low","high","5more","more","med","low","unacc"
"1508","low","high","5more","more","med","med","acc"
"1509","low","high","5more","more","med","high","vgood"
"1510","low","high","5more","more","big","low","unacc"
"1511","low","high","5more","more","big","med","acc"
"1512","low","high","5more","more","big","high","vgood"
"1513","low","med","2","2","small","low","unacc"
"1514","low","med","2","2","small","med","unacc"
"1516","low","med","2","2","med","low","unacc"
"1517","low","med","2","2","med","med","unacc"
"1518","low","med","2","2","med","high","unacc"
"1520","low","med","2","2","big","med","unacc"
"1521","low","med","2","2","big","high","unacc"
"1522","low","med","2","4","small","low","unacc"
"1523","low","med","2","4","small","med","acc"
"1524","low","med","2","4","small","high","good"
"1527","low","med","2","4","med","high","good"
"1528","low","med","2","4","big","low","unacc"
"1529","low","med","2","4","big","med","good"
"1530","low","med","2","4","big","high","vgood"
"1531","low","med","2","more","small","low","unacc"
"1532","low","med","2","more","small","med","unacc"
"1535","low","med","2","more","med","med","acc"
"1536","low","med","2","more","med","high","good"
"1537","low","med","2","more","big","low","unacc"
"1538","low","med","2","more","big","med","good"
"1539","low","med","2","more","big","high","vgood"
"1540","low","med","3","2","small","low","unacc"
"1541","low","med","3","2","small","med","unacc"
"1542","low","med","3","2","small","high","unacc"
"1543","low","med","3","2","med","low","unacc"
"1544","low","med","3","2","med","med","unacc"
"1545","low","med","3","2","med","high","unacc"
"1546","low","med","3","2","big","low","unacc"
"1547","low","med","3","2","big","med","unacc"
"1548","low","med","3","2","big","high","unacc"
"1549","low","med","3","4","small","low","unacc"
"1550","low","med","3","4","small","med","acc"
"1553","low","med","3","4","med","med","acc"
"1554","low","med","3","4","med","high","good"
"1555","low","med","3","4","big","low","unacc"
"1556","low","med","3","4","big","med","good"
"1557","low","med","3","4","big","high","vgood"
"1558","low","med","3","more","small","low","unacc"
"1559","low","med","3","more","small","med","acc"
"1560","low","med","3","more","small","high","good"
"1561","low","med","3","more","med","low","unacc"
"1562","low","med","3","more","med","med","good"
"1563","low","med","3","more","med","high","vgood"
"1564","low","med","3","more","big","low","unacc"
"1565","low","med","3","more","big","med","good"
"1567","low","med","4","2","small","low","unacc"
"1568","low","med","4","2","small","med","unacc"
"1569","low","med","4","2","small","high","unacc"
"1570","low","med","4","2","med","low","unacc"
"1572","low","med","4","2","med","high","unacc"
"1573","low","med","4","2","big","low","unacc"
"1574","low","med","4","2","big","med","unacc"
"1575","low","med","4","2","big","high","unacc"
"1576","low","med","4","4","small","low","unacc"
"1578","low","med","4","4","small","high","good"
"1579","low","med","4","4","med","low","unacc"
"1580","low","med","4","4","med","med","good"
"1581","low","med","4","4","med","high","vgood"
"1582","low","med","4","4","big","low","unacc"
"1584","low","med","4","4","big","high","vgood"
"1585","low","med","4","more","small","low","unacc"
"1588","low","med","4","more","med","low","unacc"
"1590","low","med","4","more","med","high","vgood"
"1591","low","med","4","more","big","low","unacc"
"1592","low","med","4","more","big","med","good"
"1593","low","med","4","more","big","high","vgood"
"1594","low","med","5more","2","small","low","unacc"
"1596","low","med","5more","2","small","high","unacc"
"1597","low","med","5more","2","med","low","unacc"
