"","V1_v_high","V1_v_low","V1_v_med","V1_v_vhigh","V2_v_high","V2_v_low","V2_v_med","V2_v_vhigh","V3_v_2","V3_v_3","V3_v_4","V3_v_5more","V4_v_2","V4_v_4","V4_v_more","V5_v_big","V5_v_med","V5_v_small","V6_v_high","V6_v_low","V6_v_med","V7"
"349",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"350",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"351",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"352",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"353",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"355",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"356",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"359",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"361",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"362",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"363",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"acc"
"364",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"365",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"366",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"acc"
"367",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"368",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"369",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"370",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"371",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"372",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"acc"
"373",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"374",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"acc"
"375",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"376",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"377",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"acc"
"378",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"acc"
"379",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"380",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"381",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"382",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"383",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"384",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"385",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"386",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"387",0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"388",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,"unacc"
"389",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"390",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,"acc"
"392",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"acc"
"393",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"acc"
"394",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"395",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"acc"
"397",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"398",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"399",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"400",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"401",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"acc"
"402",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"acc"
"403",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"404",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,"acc"
"407",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"408",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"409",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"410",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"411",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"412",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"413",0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"415",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"416",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"417",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,"acc"
"418",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"419",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,"acc"
"420",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,"acc"
"421",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"423",0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"acc"
"424",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"425",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"426",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"acc"
"431",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,"acc"
"432",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"acc"
"434",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"435",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"436",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"437",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"438",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"439",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"441",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"442",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"443",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"446",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"447",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,"unacc"
"451",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"452",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"453",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"454",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"455",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"457",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"458",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,"unacc"
"459",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,"unacc"
"460",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"462",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"463",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"464",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"465",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"466",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"467",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"468",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"469",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"470",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"472",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"473",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"474",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"unacc"
"475",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"476",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,"unacc"
"478",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"479",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"480",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"481",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"482",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"483",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,"unacc"
"484",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"486",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,"unacc"
"487",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"488",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"489",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"490",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"491",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"492",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"493",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"495",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"498",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,"unacc"
"499",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"500",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,"unacc"
"501",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,"unacc"
"502",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"503",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"unacc"
"504",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,"unacc"
"505",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"506",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"507",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,"unacc"
"508",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"509",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,"unacc"
"510",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,"unacc"
"511",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"512",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,"unacc"
"513",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,"unacc"
"514",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"515",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"516",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"517",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"519",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"520",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"522",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"unacc"
"523",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"524",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"525",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,"unacc"
"526",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"527",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,"unacc"
"528",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,"unacc"
"530",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,"unacc"
"531",1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,"unacc"
"532",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"533",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"534",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,"unacc"
"536",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,"unacc"
"537",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,"unacc"
"539",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,"unacc"
"541",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"543",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"544",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"545",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"546",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"547",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"548",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"549",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"550",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"551",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"552",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"acc"
"553",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"554",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"556",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"557",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,"acc"
"558",1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"559",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"560",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"562",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"563",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"564",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"565",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"566",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"567",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"568",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"569",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"570",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"571",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"572",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"573",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"574",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"575",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"577",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"579",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"acc"
"580",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"583",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"584",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"585",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"586",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"587",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"588",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"acc"
"589",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"590",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"acc"
"591",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"592",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"593",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"acc"
"595",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"596",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"598",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"599",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"601",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"602",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"605",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"607",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"609",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"acc"
"610",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"612",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"acc"
"613",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"615",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"616",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"617",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"acc"
"618",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"acc"
"619",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"620",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,"acc"
"622",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"623",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"624",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"625",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"626",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"627",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"628",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"629",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"630",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"unacc"
"631",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"632",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"633",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,"acc"
"634",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"635",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,"acc"
"636",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,"acc"
"637",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"639",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"acc"
"640",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"642",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"acc"
"644",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,"acc"
"645",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"acc"
"646",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"650",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"651",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"652",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"653",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"654",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"655",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"656",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"657",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"658",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"660",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"acc"
"661",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"663",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,"acc"
"665",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,"acc"
"666",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"667",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"668",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"669",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"670",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"671",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"674",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"675",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"676",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"678",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"679",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"680",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"682",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"683",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"684",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"686",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
